NCM;categoria;descricao;IPI;uTrib
23069010;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23069010 - TORTAS,RESÍDUOS, ETC.D/GERME D/TRIGO;0;KG
23069090;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23069090 - TORTAS,RES.ETC,D/EXT.D/OUTS.ÓLEOS VEGETAIS;0;KG
23070000;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";"23070000 - BORRAS DE VINHO; TÁRTARO EM BRUTO";NT;KG
23080000;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23080000 - MAT.DESP.SUBPR.VEGET.#PALLETS# P/ALIM.ANIMAL;0;KG
23091000;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23091000 - ALIMENTOS P/CÃES OU GATOS, P/VENDA A RETALHO;10;KG
23099010;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099010 - PREP.ALIM.COMPOST.COMPLETOS P/ANIMAIS;0;KG
23099020;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099020 - PREP.BASE SAL IODADO, FAR.D/OSSOS, CONCHA;0;KG
23099030;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099030 - BOLACHAS E BISCOITOS PARA ANIMAIS;10;KG
23099040;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099040 - PREPS.C/DICLAZURIL, P/ALIMENTAÇÃO DE ANIMAIS;0;KG
23099050;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099050 - PREP.C/TEOR CLORID.RACTOPAMINA =>2% PÊSO,C/FARELO D/SOJ;0;KG
23099060;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099060 - PREPS.ALIMS.D/ANIMAIS C/XILANASE/BETAGLUCONASE C/TRIGO;0;KG
23099090;"RESÍDUOS E DESPERDÍCIOS DAS INDÚSTRIAS ALIMENTARES; ALIMENTOS PREPARADOS PARA ANIMAIS";23099090 - OUTS.PREP. P/ALIMENTAÇÃO DE ANIMAIS;0;KG
24011010;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24011010 - FUMO Ñ DESTALADO,E/ FOLH.,S/SECAR/FERMENTAR;NT;KG
24011020;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24011020 - FUMO Ñ DESTALADO FLS,SECAS,ETC.,TP. CAPEIRO;NT;KG
24011030;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24011030 - FUMO Ñ DESTALADO FOLS SEC.AR/QUENT,VIRGÍNIA;NT;KG
24011040;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24011040 - FUMO Ñ DESTALADO E/ FOLS.SECAS TIPO TURCO;NT;KG
24011090;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24011090 - OUTROS FUMOS NÃO DESTALADOS;NT;KG
24012010;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24012010 - FUMO DEST.OU PARC.FOLS,Ñ SECA/ FERMENTADO;30;KG
24012020;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24012020 - FUMO DEST.OU PARC.FLS.,SECAS,FERM.,CAPEIRO;30;KG
24012030;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24012030 - FUMO DEST./PARC.FLS.SEC.AR QUENT,TPO VIRGÍNIA;30;KG
24012040;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24012040 - FUMO DEST.OU PARC.FOLS SECAS,TIPO BURLEY;30;KG
24012090;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24012090 - OUTS.FUMO TOTAL OU PARC. DESTALADOS;30;KG
24013000;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24013000 - DESPERDÍCIOS DE FUMO (TABACO);NT;KG
24021000;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24021000 - CHARUTOS CIGARRILHAS CONT. FUMO(TABACO);30;1000UN
24022000;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24022000 - CIGARROS CONTENDO FUMO(TABACO);300;1000UN
24029000;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24029000 - CHARUTOS, CIGARRILHAS, CIGARS.DE SUCEDÂNEOS DO FUMO;20;1000UN
24031100;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24031100 - TABACO P/SER FUMADO NUM NARGUILÉ (CACHIMBO D/ÁGUA);30;KG
24031900;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24031900 - OUTROS TABACOS P/FUMAR, MESMO SUCEDÂNEOS D/TAB.QQ.PROP.;30;KG
24039100;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24039100 - FUMO(TABACO)#HOMOGENEIZ.#OU#RECONSTITUÍDO;30;KG
24039910;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24039910 - EXTRATOS E MOLHOS, DE FUMO (TABACO);30;KG
24039990;TABACO E SEUS SUCEDÂNEOS MANUFATURADOS;24039990 - OUTROS PRODUTOS DO FUMO (TABACO);30;KG
25010011;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25010011 - SAL MARINHO, A GRANEL, SEM AGREGADOS;NT;KG
25010019;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25010019 - OUTROS SAIS A GRANEL, SEM AGREGADOS;NT;KG
25010020;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25010020 - SAL DE MESA;NT;KG
25010090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25010090 - OUTROS SAIS;NT;KG
25020000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25020000 - PIRITAS DE FERRO NÃO USTULADAS;NT;KG
25030010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25030010 - ENXOFRE A GRANEL,EXC.SUBLIM.,PREC.,COLOIDAL;0;KG
25030090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25030090 - OUTS.ENXOFRES,EXC.SUBLIM.PRECIP.E COLOIDAL;0;KG
25041000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25041000 - GRAFITA NATURAL EM PÓ OU EM ESCAMAS;NT;KG
25049000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25049000 - QQ.OUT.GRAFITA NATURAL EXCETO PÓ/ESCAMAS;NT;KG
25051000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25051000 - AREIAS SILICIOSAS E AREIA QUARTZOSAS;NT;KG
25059000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25059000 - OUTRAS AREIAS NATURAIS MESMO CORADAS;NT;KG
25061000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25061000 - QUARTZO EM BRUTO OU DESBASTADO;NT;KG
25062000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25062000 - QUARTZITOS, EM BRUTO OU DESBASTADOS;NT;KG
25070010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25070010 - CAULIM;NT;KG
25070090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25070090 - OUTS.ARGILAS CAULÍNICAS, MESMO CALCINADAS;NT;KG
25081000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25081000 - BENTONITA;NT;KG
25083000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25083000 - ARGILAS REFRATÁRIAS;NT;KG
25084010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25084010 - ARGILAS PLÁST.C/TEOR FE203 P<1,5%,PERD.P>12%;NT;KG
25084090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25084090 - OUTRAS ARGILAS;NT;KG
25085000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25085000 - ANDALUZITA, CIANITA E SILIMANITA;NT;KG
25086000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25086000 - MULITA;NT;KG
25087000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25087000 - BARRO COZ. PÓ(TERRA D/CHAMOTTE)TERRA DINAS;NT;KG
25090000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25090000 - CRÉ;NT;KG
25101010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25101010 - FOSFATOS DE CÁLCIO NATURAIS NÃO MOÍDOS;NT;KG
25101090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25101090 - OUTROS FOSFATOS NATURAIS, NÃO MOÍDOS;NT;KG
25102010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25102010 - FOSFATOS D/CÁLCIO NATURAIS, MOÍDOS;NT;KG
25102090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25102090 - OUTROS FOSFATOS NATURAIS, MOÍDOS;NT;KG
25111000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25111000 - SULFATO DE BÁRIO NATURAL (BARITINA);NT;KG
25112000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25112000 - CARBONATO DE BÁRIO NATURAL (WITHERITA);NT;KG
25120000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25120000 - FARIN.SIL.FOSS.,TRIPOL.DIATOM.,OUTS TERR.SILIC.;NT;KG
25131000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";"25131000 - PEDRA-POMES;ESMERIL/OUTS.ABRS.NAT.TRAT.TERM.";NT;KG
25132000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25132000 - ESMERIL,CORINDO,GRANADA E ABRAS.NATURAIS;NT;KG
25140000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25140000 - ARDÓSIA,MMO DESB.CORT.BLOC.PLAC.QUAD/RET.;NT;KG
25151100;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25151100 - MÁRMORES E TRAVERT.,EM BRUTO/DESBASTADOS;NT;M3
25151210;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25151210 - MÁRMORES CORTADOS,EM BLOC.,PLAC,QUAD.RET.;NT;M3
25151220;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25151220 - TRAVERTINOS,CORTADOS EM BLOCOS,PLACAS,Q/R;NT;M3
25152000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25152000 - GRAN.BELG.OUTS.PEDR.CANT.CONSTR.ALABASTRO;NT;M3
25161100;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25161100 - GRANITO EM BRUTO OU DESBASTADOS;NT;M3
25161200;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25161200 - GRANITO CORTADO BLOCOS, PLACAS, QUADR., RET.;NT;M3
25162000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25162000 - ARENITO CORTADO BLOCOS, PLACAS, QUADR.,RET.;NT;M3
25169000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25169000 - OUTRAS PEDRAS DE CANTARIA OU CONSTRUÇÃO;NT;KG
25171000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25171000 - CALHAUS,CASCAL.PED.BRIT.P/CONC.SEIXOS SÍLEX;NT;KG
25172000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25172000 - MACADAM D/ESCÓRIAS D/ALTO-FORNO,RESID.SEM.;NT;KG
25173000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25173000 - TARMACADAME;NT;KG
25174100;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25174100 - MÁRMORE EM GRÂNULOS, LASCAS E PÓS;NT;KG
25174900;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25174900 - OUTS.GRÂNULOS,LASCAS,PÓS,RESÍD.E ESC.IND.;NT;KG
25181000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25181000 - DOLOMITA Ñ CALCINADA Ñ SINTERIZ.,DENOM.#CRUA#;NT;KG
25182000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25182000 - DOLOMITA CALCINADA OU SINTERIZADA;NT;KG
25183000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25183000 - AGLOMERADOS DE DOLOMITA;NT;KG
25191000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25191000 - CARBONATO DE MAGNÉSIO NATURAL (MAGNESITA);NT;KG
25199010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25199010 - MAGNÉSIA ELETROFUNDIDA;NT;KG
25199090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25199090 - OUTS.ÓXIDOS DE MAGNÉSIO E MAGNÉSIAS;NT;KG
25201011;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25201011 - GIPSITA EM PEDAÇOS IRREGULARES;NT;KG
25201019;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25201019 - OUTRAS FORMAS DE GIPSITA;NT;KG
25201020;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25201020 - ANIDRITA;NT;KG
25202010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25202010 - GESSO MOÍDO P/USO ODONTOLÓGICO;0;KG
25202090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25202090 - OUTROS GESSOS;NT;KG
25210000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25210000 - CASTINAS,PEDRAS CALC.P/FABRIC.D/CAL,CIMENTO;NT;KG
25221000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25221000 - CAL VIVA;NT;KG
25222000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25222000 - CAL APAGADA;NT;KG
25223000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25223000 - CAL HIDRÁULICA;NT;KG
25231000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25231000 - CIMENTOS Ñ PULVERIZADOS DENOM.#CLINKERS#;4;KG
25232100;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25232100 - CIMENTOS #PORTLAND#, BRANCOS, MMO COR.ARTIF.;0;KG
25232910;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25232910 - CIMENTOS #PORTLAND#, COMUNS;0;KG
25232990;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25232990 - OUTROS CIMENTOS #PORTLAND#;0;KG
25233000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25233000 - CIMENTOS ALUMINOSOS;4;KG
25239000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25239000 - OUTROS CIMENTOS HIDRÁULICOS;4;KG
25241000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25241000 - CROCIDOLITA (AMIANTO) MESMO CORADOS;NT;KG
25249000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25249000 - OUTRAS FORMAS DE AMIANTO (ASBESTO);NT;KG
25251000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25251000 - MICA EM BRUTO,CLIV.EM FOLS.OU LAMELAS IRREG.;NT;KG
25252000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25252000 - MICA EM PÓ;NT;KG
25253000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25253000 - DESPERDÍCIO DE MICA;NT;KG
25261000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25261000 - ESTEATITA NATURAL, NÃO TRITURADA NEM EM PÓ;NT;KG
25262000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25262000 - ESTEATITA NATURAL,TRITURADA OU EM PÓ;NT;KG
25280000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25280000 - BORATO NAT./CONC.EXC.BOR.SALM.,AC.BOR.NAT.TEOR<=85%H3BO;NT;KG
25291000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25291000 - FELDSPATO;NT;KG
25292100;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25292100 - ESPATOFLÚOR C/97% OU MENOS D/FLUOR.D/CÁLCIO;NT;KG
25292200;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25292200 - ESPATOFLÚOR C/MAIS D/97% D/FLUOR.D/CÁLCIO;NT;KG
25293000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";"25293000 - LEUCITA; NEFELINA E NEFELINA-SIENITO";NT;KG
25301010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25301010 - PERLITA NÃO EXPANDIDA;NT;KG
25301090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25301090 - VERMICULITA E CLORITAS, NÃO EXPANDIDAS;NT;KG
25302000;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25302000 - KIESERITA,EPSOMITA(SULFATOS D/MAGNÉSIO NAT.);NT;KG
25309010;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25309010 - ESPODUMÊNIO;NT;KG
25309020;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25309020 - AREIA ZIRC.MICRONIZ.P/PREP.ESMALTE CERÂMICO;NT;KG
25309030;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25309030 - MINERAIS DE METAIS DAS TERRAS RARAS;NT;KG
25309040;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25309040 - TERRAS CORANTES;NT;KG
25309090;"SAL; ENXOFRE; TERRAS E PEDRAS; GESSO, CAL E CIMENTO";25309090 - OUTS MAT.MINERAIS,Ñ ESPEC.EM OUTS.POSIÇÕES;NT;KG
26011100;MINÉRIOS, ESCÓRIAS E CINZAS;26011100 - MINÉRIOS D/FERRO E CONCENT.,Ñ AGLOMERADOS;NT;KG
26011210;MINÉRIOS, ESCÓRIAS E CINZAS;26011210 - AGLOMERS. POR PROCESS. D/PALETIZ., D/DIÂM. >=8MM. E <=1;NT;KG
26011290;MINÉRIOS, ESCÓRIAS E CINZAS;26011290 - OUTROS;NT;KG
26012000;MINÉRIOS, ESCÓRIAS E CINZAS;26012000 - PIRITAS D/FERRO USTULADAS(CINZAS D/PIRITAS);NT;KG
26020010;MINÉRIOS, ESCÓRIAS E CINZAS;26020010 - MINÉRIO D/MANGANÊS E CONC., AGLOMERADOS;NT;KG
26020090;MINÉRIOS, ESCÓRIAS E CINZAS;26020090 - OUTS. MINÉRIOS DE MANGANÊS E CONCENTRADOS;NT;KG
26030010;MINÉRIOS, ESCÓRIAS E CINZAS;26030010 - SULFETOS DE COBRE;NT;KG
26030090;MINÉRIOS, ESCÓRIAS E CINZAS;26030090 - OUTROS MINÉRIOS D/COBRE E CONCENTRADOS;NT;KG
26040000;MINÉRIOS, ESCÓRIAS E CINZAS;26040000 - MINÉRIOS DE NÍQUEL E SEUS CONCENTRADOS;NT;KG
26050000;MINÉRIOS, ESCÓRIAS E CINZAS;26050000 - MINÉRIOS DE COBALTO E SEUS CONCENTRADOS;NT;KG
26060011;MINÉRIOS, ESCÓRIAS E CINZAS;26060011 - BAUXITA NÃO CALCINADA;NT;KG
26060012;MINÉRIOS, ESCÓRIAS E CINZAS;26060012 - BAUXITA CALCINADA;NT;KG
26060090;MINÉRIOS, ESCÓRIAS E CINZAS;26060090 - OUTROS MINÉRIOS D/ALUMÍNIO E CONCENTRADOS;NT;KG
26070000;MINÉRIOS, ESCÓRIAS E CINZAS;26070000 - MINÉRIOS DE CHUMBO E SEUS CONCENTRADOS;NT;KG
26080010;MINÉRIOS, ESCÓRIAS E CINZAS;26080010 - SULFETOS DE ZINCO;NT;KG
26080090;MINÉRIOS, ESCÓRIAS E CINZAS;26080090 - OUTROS MINÉRIOS DE ZINCO E CONCENTRADOS;NT;KG
26090000;MINÉRIOS, ESCÓRIAS E CINZAS;26090000 - MINÉRIOS DE ESTANHO E SEUS CONCENTRADOS;NT;KG
26100010;MINÉRIOS, ESCÓRIAS E CINZAS;26100010 - CROMITA;NT;KG
26100090;MINÉRIOS, ESCÓRIAS E CINZAS;26100090 - OUTROS MINÉRIOS D/CROMO E CONCENTRADOS;NT;KG
26110000;MINÉRIOS, ESCÓRIAS E CINZAS;26110000 - MINÉRIOS DE TUNGSTÊNIO E SEUS CONCENTRADOS;NT;KG
26121000;MINÉRIOS, ESCÓRIAS E CINZAS;26121000 - MINÉRIOS DE URÂNIO E SEUS CONCENTRADOS;NT;KG
26122000;MINÉRIOS, ESCÓRIAS E CINZAS;26122000 - MINÉRIOS DE TÓRIO E SEUS CONCENTRADOS;NT;KG
26131010;MINÉRIOS, ESCÓRIAS E CINZAS;26131010 - MOLIBDENITA USTULADA;NT;KG
26131090;MINÉRIOS, ESCÓRIAS E CINZAS;26131090 - OUTS.MINÉRIOS.D/MOLIBD,USTULADOS, CONCENTR.;NT;KG
26139010;MINÉRIOS, ESCÓRIAS E CINZAS;26139010 - MOLIBDENITA NÃO USTULADA;NT;KG
26139090;MINÉRIOS, ESCÓRIAS E CINZAS;26139090 - OUTS.MIN.MOLIB.Ñ USTULADOS EXC.MOLIBDENITA;NT;KG
26140010;MINÉRIOS, ESCÓRIAS E CINZAS;26140010 - ILMENITA;NT;KG
26140090;MINÉRIOS, ESCÓRIAS E CINZAS;26140090 - OUTS.MINÉRIOS D/TITÂNIO E SEUS CONCENTRADOS;NT;KG
26151010;MINÉRIOS, ESCÓRIAS E CINZAS;26151010 - BADELEÍTA (MINÉRIO DE ZIRCÔNIO);NT;KG
26151020;MINÉRIOS, ESCÓRIAS E CINZAS;26151020 - ZIRCONITA (MINÉRIO DE ZIRCÔNIO);NT;KG
26151090;MINÉRIOS, ESCÓRIAS E CINZAS;26151090 - OUTS.MINÉRIOS D/ZIRCÔNIO E S/CONCENTRADOS;NT;KG
26159000;MINÉRIOS, ESCÓRIAS E CINZAS;26159000 - MINÉRIOS D/NIÓBIO,ZIRCÔNIO,TÂNTALO E VANÁDIO;NT;KG
26161000;MINÉRIOS, ESCÓRIAS E CINZAS;26161000 - MINÉRIOS DE PRATA E SEUS CONCENTRADOS;NT;KG
26169000;MINÉRIOS, ESCÓRIAS E CINZAS;26169000 - OUTS. MINÉRIOS D/METAIS PRECIOS. E CONCENTR.;NT;KG
26171000;MINÉRIOS, ESCÓRIAS E CINZAS;26171000 - MINÉRIOS DE ANTIMÔNIO E SEUS CONCENTRADOS;NT;KG
26179000;MINÉRIOS, ESCÓRIAS E CINZAS;26179000 - OUTROS MINÉRIOS E SEUS CONCENTRADOS;NT;KG
26180000;MINÉRIOS, ESCÓRIAS E CINZAS;26180000 - ESCOR.ALTOS-FORNOS GRAN.PROV.FAB.FERR.AÇO;NT;KG
26190000;MINÉRIOS, ESCÓRIAS E CINZAS;26190000 - ESCÓRIAS EXC.ALT-FORNOS OUTS.DESP.FABRIC.FERRO/AÇO;NT;KG
26201100;MINÉRIOS, ESCÓRIAS E CINZAS;26201100 - MATES D/GALVANIZAÇÃO CONTENDO/PRINC. ZINCO;NT;KG
26201900;MINÉRIOS, ESCÓRIAS E CINZAS;26201900 - OUTRAS CINZAS E RESÍDUOS CONTENDO ZINCO;NT;KG
26202100;MINÉRIOS, ESCÓRIAS E CINZAS;26202100 - LAMAS DE GASOLINA CONTENDO CHUMBO, ETC.;NT;KG
26202900;MINÉRIOS, ESCÓRIAS E CINZAS;26202900 - OUTS.CINZAS,RESÍDUOS CONTENDO/PRINC.CHUMBO;NT;KG
26203000;MINÉRIOS, ESCÓRIAS E CINZAS;26203000 - CINZAS E RESÍDUOS CONTENDO COBRE;NT;KG
26204000;MINÉRIOS, ESCÓRIAS E CINZAS;26204000 - CINZAS E RESÍDUOS CONTENDO ALUMÍNIO;NT;KG
26206000;MINÉRIOS, ESCÓRIAS E CINZAS;26206000 - CINZAS/RESÍDUOS, C/ARSÊNIO, MERCÚRIO, TÁLIO,ETC.;NT;KG
26209100;MINÉRIOS, ESCÓRIAS E CINZAS;26209100 - CINZAS E RESÍDUOS,C/ANTIMÔNIO,BERÍLIO,ETC.;NT;KG
26209910;MINÉRIOS, ESCÓRIAS E CINZAS;26209910 - CINZAS,RESÍDUOS PRINCIPALMENTE C/TITÂNIO;NT;KG
26209990;MINÉRIOS, ESCÓRIAS E CINZAS;26209990 - CINZAS E RESÍDUOS,CONTENDO OUTROS METAIS;NT;KG
26211000;MINÉRIOS, ESCÓRIAS E CINZAS;26211000 - CINZAS E RESÍDUOS D/INCINERAÇÃO/LIXO MUNICIPAL;NT;KG
26219010;MINÉRIOS, ESCÓRIAS E CINZAS;26219010 - OUTRAS ESCÓRIAS E CINZAS DE ORIGEM VEGETAL;NT;KG
26219090;MINÉRIOS, ESCÓRIAS E CINZAS;26219090 - OUTRAS ESCÓRIAS E CINZAS;NT;KG
27011100;"COMBUSTÍVEIS MINERAIS, ÓLEOS MINERAIS E PRODUTOS DA SUA DESTILAÇÃO; MATÉRIAS BETUMINOSAS; CERAS MINERAIS";27011100 - ANTRACITA,MESMO EM PÓ, MAS NÃO GLOMERADA;NT;KG
